usuario_id,usuario_sexo,usuario_edad,fecha_alta,hora_alta
380973,F,49,03/10/2018,5:57:40
381008,M,26,02/01/2018,5:53:06
624273,M,22,28/09/2018,5:57:35
624274,F,24,28/09/2018,5:57:35
624275,M,30,05/10/2018,5:57:42
624277,M,51,28/09/2018,5:57:35
624279,M,34,01/10/2018,5:57:38
381317,M,17,14/12/2018,5:58:52
381369,M,22,17/05/2018,5:55:21
381174,F,17,18/01/2018,5:53:22
381215,F,22,22/01/2018,5:53:26
381219,F,31,11/04/2018,5:54:45
381686,M,47,21/05/2018,5:55:25
381762,F,27,12/07/2018,5:56:17
381602,F,32,24/07/2018,5:56:29
381609,M,30,15/02/2018,5:53:50
381626,M,31,01/09/2018,5:57:08
381648,F,20,26/10/2018,5:58:03
381867,F,40,02/06/2018,5:55:37
381869,M,20,06/09/2018,5:57:13
381918,F,19,16/02/2018,5:53:51
382044,M,30,08/05/2018,5:55:12
382080,F,39,02/01/2018,5:53:06
381797,M,33,20/09/2018,5:57:27
382491,F,47,26/01/2018,5:53:30
382155,F,28,03/01/2018,5:53:07
382200,M,47,26/10/2018,5:58:03
382285,F,43,17/01/2018,5:53:21
382290,F,42,27/02/2018,5:54:02
382358,M,31,05/06/2018,5:55:40
382372,F,20,27/06/2018,5:56:02
382390,F,26,22/08/2018,5:56:58
382679,M,29,13/07/2018,5:56:18
382685,F,20,15/07/2018,5:56:20
382739,M,28,13/11/2018,5:58:21
382542,M,52,12/09/2018,5:57:19
382612,M,33,09/06/2018,5:55:44
382616,M,34,08/11/2018,5:58:16
382622,M,54,28/02/2018,5:54:03
176289,F,32,29/06/2018,5:56:04
176347,F,58,27/04/2018,5:55:01
177749,M,22,18/12/2018,5:58:56
177766,M,39,18/10/2018,5:57:55
177792,M,32,01/03/2018,5:54:04
177126,M,27,08/05/2018,5:55:12
176465,F,27,05/01/2018,5:53:09
177887,F,50,03/05/2018,5:55:07
176501,F,26,15/05/2018,5:55:19
176505,M,29,02/10/2018,5:57:39
177271,F,65,15/02/2018,5:53:50
177281,M,25,24/08/2018,5:57:00
176573,M,28,16/04/2018,5:54:50
176611,M,24,28/09/2018,5:57:35
177372,M,54,28/06/2018,5:56:03
177421,F,26,16/05/2018,5:55:20
178137,F,27,21/08/2018,5:56:57
177469,F,24,26/03/2018,5:54:29
177505,F,25,26/03/2018,5:54:29
176827,F,30,08/09/2018,5:57:15
176850,M,59,16/08/2018,5:56:52
177554,M,47,29/10/2018,5:58:06
177605,M,30,25/02/2018,5:54:00
215341,M,30,13/06/2018,5:55:48
215377,M,23,29/07/2018,5:56:34
215637,F,41,07/02/2018,5:53:42
216330,F,28,27/09/2018,5:57:34
216346,M,27,17/07/2018,5:56:22
215497,F,24,03/09/2018,5:57:10
216404,F,40,27/11/2018,5:58:35
215518,M,24,27/08/2018,5:57:03
215715,M,52,11/06/2018,5:55:46
216408,M,19,09/04/2018,5:54:43
216420,F,25,27/07/2018,5:56:32
216445,M,16,09/11/2018,5:58:17
215879,M,31,25/09/2018,5:57:32
215904,F,31,30/10/2018,5:58:07
215061,M,34,15/01/2018,5:53:19
215980,F,25,30/08/2018,5:57:06
215116,M,30,24/01/2018,5:53:28
215157,M,21,01/11/2018,5:58:09
216017,F,39,03/01/2018,5:53:07
216076,F,26,30/08/2018,5:57:06
215213,F,26,29/08/2018,5:57:05
215234,F,21,13/09/2018,5:57:20
216141,F,44,06/07/2018,5:56:11
215319,M,37,31/08/2018,5:57:07
216181,M,27,25/09/2018,5:57:32
216616,F,25,17/12/2018,5:58:55
216620,M,33,01/02/2018,5:53:36
216740,F,42,28/08/2018,5:57:04
216744,M,27,06/10/2018,5:57:43
216763,F,16,28/08/2018,5:57:04
216885,F,33,01/03/2018,5:54:04
506898,F,21,30/01/2018,5:53:34
506900,F,39,29/01/2018,5:53:33
506901,M,49,06/02/2018,5:53:41
506902,M,42,29/01/2018,5:53:33
506905,M,27,10/05/2018,5:55:14
506906,F,45,29/01/2018,5:53:33
506908,F,25,21/03/2018,5:54:24
506911,F,31,01/02/2018,5:53:36
506913,F,45,05/02/2018,5:53:40
506914,F,22,29/01/2018,5:53:33
506917,F,30,29/01/2018,5:53:33
506921,F,24,29/01/2018,5:53:33
506922,F,28,01/02/2018,5:53:36
506923,M,21,29/01/2018,5:53:33
506925,F,44,30/01/2018,5:53:34
506930,M,29,01/02/2018,5:53:36
506933,F,22,28/05/2018,5:55:32
506934,F,22,20/02/2018,5:53:55
506939,M,26,29/01/2018,5:53:33
507849,F,33,01/02/2018,5:53:36
507850,M,31,01/02/2018,5:53:36
507851,M,22,19/02/2018,5:53:54
507853,F,38,01/02/2018,5:53:36
507855,F,53,01/02/2018,5:53:36
507864,M,37,01/02/2018,5:53:36
507866,M,26,01/02/2018,5:53:36
507869,F,47,01/02/2018,5:53:36
507870,M,37,01/02/2018,5:53:36
507871,F,52,01/02/2018,5:53:36
507875,M,37,13/07/2018,5:56:18
507879,F,23,02/02/2018,5:53:37
507880,M,23,28/03/2018,5:54:31
507886,F,33,24/08/2018,5:57:00
507888,M,22,08/02/2018,5:53:43
506943,M,34,30/01/2018,5:53:34
506946,M,27,29/01/2018,5:53:33
506950,M,33,30/01/2018,5:53:34
506952,M,38,07/09/2018,5:57:14
506957,F,23,31/01/2018,5:53:35
506960,F,24,25/02/2018,5:54:00
506964,M,46,20/08/2018,5:56:56
506965,F,40,02/02/2018,5:53:37
506966,F,27,30/01/2018,5:53:34
506969,M,24,27/02/2018,5:54:02
506971,M,44,30/01/2018,5:53:34
506972,F,47,30/01/2018,5:53:34
506977,F,39,30/01/2018,5:53:34
506980,M,17,17/04/2018,5:54:51
506981,M,41,30/01/2018,5:53:34
506982,F,24,12/09/2018,5:57:19
506985,M,28,30/01/2018,5:53:34
506986,F,48,01/02/2018,5:53:36
506989,F,28,30/01/2018,5:53:34
507892,F,26,01/02/2018,5:53:36
507896,M,45,01/02/2018,5:53:36
507900,F,26,01/02/2018,5:53:36
507902,M,33,01/02/2018,5:53:36
507903,M,20,01/02/2018,5:53:36
507904,M,29,01/02/2018,5:53:36
507905,F,20,01/02/2018,5:53:36
507909,M,42,11/12/2018,5:58:49
507915,F,29,13/03/2018,5:54:16
507921,M,45,05/02/2018,5:53:40
507925,F,36,02/02/2018,5:53:37
507928,M,26,19/02/2018,5:53:54
507930,F,25,01/02/2018,5:53:36
507931,F,40,01/02/2018,5:53:36
507932,M,44,01/02/2018,5:53:36
507934,M,27,01/02/2018,5:53:36
507936,M,26,04/02/2018,5:53:39
507937,F,16,07/02/2018,5:53:42
507942,F,29,01/02/2018,5:53:36
507943,M,23,07/09/2018,5:57:14
506992,F,33,06/11/2018,5:58:14
506997,F,36,30/01/2018,5:53:34
506998,M,34,30/01/2018,5:53:34
507001,F,26,24/02/2018,5:53:59
507003,F,59,30/01/2018,5:53:34
507006,F,20,30/01/2018,5:53:34
507007,M,21,15/02/2018,5:53:50
507008,M,34,01/02/2018,5:53:36
507010,F,45,30/01/2018,5:53:34
507011,F,47,30/01/2018,5:53:34
507012,M,48,30/01/2018,5:53:34
507016,M,42,30/01/2018,5:53:34
507017,M,33,30/01/2018,5:53:34
507018,F,26,01/02/2018,5:53:36
507025,F,56,31/01/2018,5:53:35
507030,F,28,30/01/2018,5:53:34
507032,F,45,01/02/2018,5:53:36
507034,F,19,30/01/2018,5:53:34
507039,F,22,30/01/2018,5:53:34
507195,F,26,02/02/2018,5:53:37
507196,F,20,30/01/2018,5:53:34
507198,F,33,30/01/2018,5:53:34
507200,F,27,30/01/2018,5:53:34
507201,M,30,01/02/2018,5:53:36
507203,M,32,30/01/2018,5:53:34
507204,F,18,30/01/2018,5:53:34
507207,F,34,30/01/2018,5:53:34
507209,F,30,30/01/2018,5:53:34
507210,M,29,20/02/2018,5:53:55
507211,M,27,05/02/2018,5:53:40
507212,M,58,30/01/2018,5:53:34
507219,F,23,20/02/2018,5:53:55
507220,M,58,30/01/2018,5:53:34
507221,F,45,01/02/2018,5:53:36
507222,F,20,30/01/2018,5:53:34
507226,M,59,30/01/2018,5:53:34
507227,F,18,30/01/2018,5:53:34
507228,F,29,30/01/2018,5:53:34
507229,M,34,30/01/2018,5:53:34
507230,F,25,30/01/2018,5:53:34
507233,M,25,01/02/2018,5:53:36
507235,M,27,20/02/2018,5:53:55
507237,M,24,30/01/2018,5:53:34
507946,M,21,01/02/2018,5:53:36
507949,M,28,12/02/2018,5:53:47
507951,F,30,02/02/2018,5:53:37
507953,M,80,01/02/2018,5:53:36
507955,M,43,02/02/2018,5:53:37
507959,M,62,22/02/2018,5:53:57
507962,F,24,26/02/2018,5:54:01
507967,F,47,01/02/2018,5:53:36
507971,F,58,01/02/2018,5:53:36
507972,F,32,01/02/2018,5:53:36
507973,F,34,01/02/2018,5:53:36
507975,F,37,02/02/2018,5:53:37
507980,M,22,08/09/2018,5:57:15
507982,F,38,01/02/2018,5:53:36
507987,M,20,01/02/2018,5:53:36
507992,F,27,02/02/2018,5:53:37
507043,F,32,01/02/2018,5:53:36
507044,M,28,11/10/2018,5:57:48
507046,M,36,30/01/2018,5:53:34
507055,F,27,30/01/2018,5:53:34
507057,M,29,30/01/2018,5:53:34
507067,F,18,01/02/2018,5:53:36
507069,F,26,31/01/2018,5:53:35
507073,M,32,06/02/2018,5:53:41
507074,M,43,06/02/2018,5:53:41
507076,M,21,30/01/2018,5:53:34
507077,F,25,03/02/2018,5:53:38
507080,F,36,30/01/2018,5:53:34
507085,M,27,21/09/2018,5:57:28
507238,M,28,30/01/2018,5:53:34
507239,F,29,30/01/2018,5:53:34
507241,M,54,30/01/2018,5:53:34
507245,F,47,24/02/2018,5:53:59
507247,F,26,26/02/2018,5:54:01
507248,M,60,30/01/2018,5:53:34
507250,M,22,30/01/2018,5:53:34
507254,F,33,30/01/2018,5:53:34
507258,F,22,30/01/2018,5:53:34
507261,M,36,30/01/2018,5:53:34
507266,M,25,30/01/2018,5:53:34
507269,F,46,30/01/2018,5:53:34
507271,M,48,30/01/2018,5:53:34
507272,M,44,30/01/2018,5:53:34
507273,M,29,20/02/2018,5:53:55
507274,M,47,30/01/2018,5:53:34
507275,M,18,30/01/2018,5:53:34
507278,F,30,30/01/2018,5:53:34
507280,M,42,06/02/2018,5:53:41
507281,M,28,30/01/2018,5:53:34
507995,F,38,01/02/2018,5:53:36
507998,F,39,01/02/2018,5:53:36
508000,F,19,01/02/2018,5:53:36
508001,F,27,06/02/2018,5:53:41
508003,M,18,01/02/2018,5:53:36
508011,F,49,01/02/2018,5:53:36
508012,F,29,01/02/2018,5:53:36
508016,M,28,01/02/2018,5:53:36
508017,F,30,01/02/2018,5:53:36
508018,M,27,01/02/2018,5:53:36
508019,F,24,01/02/2018,5:53:36
508024,F,36,01/02/2018,5:53:36
508028,F,45,01/02/2018,5:53:36
508029,M,49,01/02/2018,5:53:36
508030,F,20,01/02/2018,5:53:36
508031,M,46,30/09/2018,5:57:37
508035,F,27,01/02/2018,5:53:36
508037,F,19,01/02/2018,5:53:36
508041,M,57,01/02/2018,5:53:36
508042,M,27,01/02/2018,5:53:36
507106,M,31,30/01/2018,5:53:34
507107,F,35,01/02/2018,5:53:36
507108,M,38,30/01/2018,5:53:34
507109,M,46,06/02/2018,5:53:41
507112,F,22,30/01/2018,5:53:34
507116,F,54,30/01/2018,5:53:34
507119,M,71,30/01/2018,5:53:34
507120,F,37,30/01/2018,5:53:34
507121,M,44,30/01/2018,5:53:34
507122,F,37,30/01/2018,5:53:34
507124,F,28,30/01/2018,5:53:34
507125,M,26,04/02/2018,5:53:39
507127,F,46,30/01/2018,5:53:34
507128,F,32,30/01/2018,5:53:34
507129,M,39,23/08/2018,5:56:59
507134,M,33,30/01/2018,5:53:34
507135,M,31,30/01/2018,5:53:34
507136,F,19,02/02/2018,5:53:37
507137,F,25,02/02/2018,5:53:37
507139,M,21,30/01/2018,5:53:34
507284,M,39,30/01/2018,5:53:34
507286,F,28,06/03/2018,5:54:09
507288,M,26,30/01/2018,5:53:34
507290,F,27,30/01/2018,5:53:34
507294,F,32,30/01/2018,5:53:34
507295,M,52,30/01/2018,5:53:34
507296,F,23,06/02/2018,5:53:41
507297,F,31,30/01/2018,5:53:34
507301,M,30,30/01/2018,5:53:34
507303,M,45,06/02/2018,5:53:41
507304,M,62,30/01/2018,5:53:34
507311,F,35,30/01/2018,5:53:34
507313,M,42,30/01/2018,5:53:34
507315,F,31,30/01/2018,5:53:34
507316,M,52,30/01/2018,5:53:34
507319,M,33,30/01/2018,5:53:34
507330,F,37,30/01/2018,5:53:34
507331,F,28,01/02/2018,5:53:36
508043,F,42,01/02/2018,5:53:36
508045,F,50,04/02/2018,5:53:39
508046,M,27,01/02/2018,5:53:36
508048,M,30,01/02/2018,5:53:36
508050,M,20,01/02/2018,5:53:36
508052,F,18,01/02/2018,5:53:36
508053,F,23,01/02/2018,5:53:36
508054,M,35,01/02/2018,5:53:36
508059,M,43,01/02/2018,5:53:36
508062,M,24,01/02/2018,5:53:36
508063,M,29,01/02/2018,5:53:36
508064,M,27,01/02/2018,5:53:36
508065,F,53,01/02/2018,5:53:36
508069,F,30,01/02/2018,5:53:36
508071,F,26,01/02/2018,5:53:36
508072,M,51,01/02/2018,5:53:36
508075,F,32,19/02/2018,5:53:54
508078,F,18,01/02/2018,5:53:36
508079,F,41,05/02/2018,5:53:40
508081,M,23,01/02/2018,5:53:36
508085,M,48,01/02/2018,5:53:36
507145,M,22,30/01/2018,5:53:34
507146,F,23,30/01/2018,5:53:34
507148,F,36,30/01/2018,5:53:34
507149,F,21,30/01/2018,5:53:34
507151,F,38,04/02/2018,5:53:39
507153,F,18,05/02/2018,5:53:40
507154,F,33,30/01/2018,5:53:34
507155,M,26,01/02/2018,5:53:36
507159,M,17,30/01/2018,5:53:34
507161,M,26,30/01/2018,5:53:34
507163,M,49,30/01/2018,5:53:34
507164,F,51,30/01/2018,5:53:34
507169,F,43,30/01/2018,5:53:34
507170,M,34,30/01/2018,5:53:34
507171,F,47,01/02/2018,5:53:36
507172,F,34,30/01/2018,5:53:34
507173,M,37,30/01/2018,5:53:34
507179,M,36,04/02/2018,5:53:39
507180,M,22,30/01/2018,5:53:34
507181,F,25,30/01/2018,5:53:34
507183,M,55,02/02/2018,5:53:37
507184,F,23,30/01/2018,5:53:34
507185,M,43,30/01/2018,5:53:34
507187,M,34,30/01/2018,5:53:34
507189,F,52,30/01/2018,5:53:34
507334,M,30,30/01/2018,5:53:34
507338,M,27,02/02/2018,5:53:37
507348,F,21,30/01/2018,5:53:34
507350,F,26,02/02/2018,5:53:37
507358,M,38,01/02/2018,5:53:36
507364,M,26,15/02/2018,5:53:50
507366,M,60,17/10/2018,5:57:54
507368,M,30,03/02/2018,5:53:38
507383,F,63,27/08/2018,5:57:03
216465,M,25,10/05/2018,5:55:14
507386,M,25,01/02/2018,5:53:36
507388,F,38,06/02/2018,5:53:41
507392,M,22,02/02/2018,5:53:37
507394,M,23,01/02/2018,5:53:36
507396,F,27,01/02/2018,5:53:36
507400,M,29,01/02/2018,5:53:36
507401,F,42,01/02/2018,5:53:36
507403,M,23,28/03/2018,5:54:31
507407,M,43,06/02/2018,5:53:41
507411,M,38,28/02/2018,5:54:03
507417,M,31,31/01/2018,5:53:35
507419,M,28,01/02/2018,5:53:36
507420,F,29,31/01/2018,5:53:35
507425,M,32,31/01/2018,5:53:35
507437,F,29,01/02/2018,5:53:36
507441,M,29,12/07/2018,5:56:17
507442,F,36,05/10/2018,5:57:42
507443,M,32,31/01/2018,5:53:35
507451,F,48,31/01/2018,5:53:35
507454,M,28,06/02/2018,5:53:41
507459,M,43,31/01/2018,5:53:35
507460,F,20,19/02/2018,5:53:54
507466,F,20,31/01/2018,5:53:35
507471,M,45,02/02/2018,5:53:37
507475,M,34,31/01/2018,5:53:35
507478,F,19,20/03/2018,5:54:23
507497,F,19,31/01/2018,5:53:35
507499,M,28,06/02/2018,5:53:41
507501,M,48,31/01/2018,5:53:35
507504,M,24,02/02/2018,5:53:37
507508,M,41,01/02/2018,5:53:36
507511,F,31,31/01/2018,5:53:35
507512,M,35,01/02/2018,5:53:36
507514,M,27,01/02/2018,5:53:36
507515,F,44,31/01/2018,5:53:35
507519,M,50,06/02/2018,5:53:41
507520,M,42,06/02/2018,5:53:41
507521,M,28,31/01/2018,5:53:35
507523,F,40,06/02/2018,5:53:41
507525,M,36,01/02/2018,5:53:36
507527,M,49,31/01/2018,5:53:35
507528,F,20,06/02/2018,5:53:41
507529,M,24,31/01/2018,5:53:35
507532,F,39,01/02/2018,5:53:36
507534,M,40,31/01/2018,5:53:35
507535,M,24,01/02/2018,5:53:36
507536,F,36,01/02/2018,5:53:36
507537,F,28,31/01/2018,5:53:35
507538,M,29,31/01/2018,5:53:35
507539,F,28,05/04/2018,5:54:39
507540,M,38,31/01/2018,5:53:35
507541,F,29,02/02/2018,5:53:37
507544,M,44,31/01/2018,5:53:35
507545,F,23,31/01/2018,5:53:35
507546,M,17,31/01/2018,5:53:35
507547,M,55,31/01/2018,5:53:35
507550,M,35,31/01/2018,5:53:35
507552,M,21,31/01/2018,5:53:35
507557,M,29,02/02/2018,5:53:37
507558,M,41,31/01/2018,5:53:35
507559,M,24,16/02/2018,5:53:51
507560,F,25,02/02/2018,5:53:37
507562,M,67,31/01/2018,5:53:35
507564,F,50,31/01/2018,5:53:35
507566,M,64,31/01/2018,5:53:35
507567,F,27,31/01/2018,5:53:35
507569,M,72,31/01/2018,5:53:35
507571,F,35,31/01/2018,5:53:35
506665,F,45,29/01/2018,5:53:33
506666,F,43,29/01/2018,5:53:33
506668,F,57,29/01/2018,5:53:33
506671,M,21,29/01/2018,5:53:33
506672,F,63,02/02/2018,5:53:37
506673,F,18,29/01/2018,5:53:33
506677,F,26,29/01/2018,5:53:33
506679,F,29,29/01/2018,5:53:33
507575,M,17,31/01/2018,5:53:35
507577,F,43,31/01/2018,5:53:35
507585,M,26,31/01/2018,5:53:35
507587,M,27,12/02/2018,5:53:47
507592,F,47,31/01/2018,5:53:35
507595,M,28,31/01/2018,5:53:35
507597,F,28,31/01/2018,5:53:35
507598,M,23,16/10/2018,5:57:53
507600,F,63,04/02/2018,5:53:39
507601,F,27,31/01/2018,5:53:35
507603,F,26,17/08/2018,5:56:53
507604,F,30,02/02/2018,5:53:37
507606,M,29,31/01/2018,5:53:35
507607,F,31,31/01/2018,5:53:35
507608,F,27,31/01/2018,5:53:35
507609,F,41,31/01/2018,5:53:35
507610,M,29,01/02/2018,5:53:36
507614,M,44,02/08/2018,5:56:38
506681,M,33,30/01/2018,5:53:34
506682,F,43,30/01/2018,5:53:34
506683,F,47,09/08/2018,5:56:45
506684,M,30,01/02/2018,5:53:36
506685,F,25,29/01/2018,5:53:33
506686,M,59,29/01/2018,5:53:33
506687,F,41,02/02/2018,5:53:37
506689,F,37,29/01/2018,5:53:33
506692,M,71,29/01/2018,5:53:33
506693,F,41,29/01/2018,5:53:33
506694,M,26,29/01/2018,5:53:33
506696,F,28,29/01/2018,5:53:33
506697,F,49,29/01/2018,5:53:33
506698,M,35,29/01/2018,5:53:33
506700,F,32,29/01/2018,5:53:33
506705,M,28,29/01/2018,5:53:33
506706,F,25,30/01/2018,5:53:34
506707,M,24,03/02/2018,5:53:38
506710,M,21,29/01/2018,5:53:33
506713,F,30,30/01/2018,5:53:34
506714,F,26,29/01/2018,5:53:33
506715,M,30,29/01/2018,5:53:33
506718,F,58,29/01/2018,5:53:33
506720,M,29,29/01/2018,5:53:33
507615,M,31,31/01/2018,5:53:35
507617,M,31,31/01/2018,5:53:35
507618,F,21,31/01/2018,5:53:35
507619,M,24,01/02/2018,5:53:36
507624,M,36,31/01/2018,5:53:35
507625,M,21,31/01/2018,5:53:35
507627,F,32,31/01/2018,5:53:35
507628,F,38,31/01/2018,5:53:35
507629,M,37,31/01/2018,5:53:35
507634,F,36,31/01/2018,5:53:35
507637,F,28,31/01/2018,5:53:35
507638,F,56,31/01/2018,5:53:35
507639,F,23,31/01/2018,5:53:35
507641,M,23,31/01/2018,5:53:35
507642,M,46,31/01/2018,5:53:35
507643,M,17,06/02/2018,5:53:41
507647,F,31,01/02/2018,5:53:36
507648,M,27,31/01/2018,5:53:35
507650,M,35,31/01/2018,5:53:35
507652,F,30,01/02/2018,5:53:36
507654,M,47,31/01/2018,5:53:35
506723,F,24,19/10/2018,5:57:56
506724,F,39,29/01/2018,5:53:33
506726,F,30,30/01/2018,5:53:34
506727,M,25,30/01/2018,5:53:34
506731,M,32,29/01/2018,5:53:33
506734,M,22,29/01/2018,5:53:33
506735,F,19,29/01/2018,5:53:33
506737,F,27,29/01/2018,5:53:33
506738,F,23,29/01/2018,5:53:33
506739,M,19,21/02/2018,5:53:56
506740,F,51,29/01/2018,5:53:33
506741,F,40,16/03/2018,5:54:19
506742,F,54,29/01/2018,5:53:33
506744,F,16,29/01/2018,5:53:33
506745,F,20,29/01/2018,5:53:33
506746,M,53,29/01/2018,5:53:33
506747,M,28,29/01/2018,5:53:33
506748,F,53,29/01/2018,5:53:33
506751,F,44,29/01/2018,5:53:33
506756,M,44,29/01/2018,5:53:33
506758,M,43,29/01/2018,5:53:33
506759,F,20,29/01/2018,5:53:33
506761,M,40,29/01/2018,5:53:33
506762,F,25,29/01/2018,5:53:33
507656,F,32,31/01/2018,5:53:35
507658,F,33,31/01/2018,5:53:35
507659,F,36,31/01/2018,5:53:35
507664,M,38,31/01/2018,5:53:35
507665,F,43,31/01/2018,5:53:35
507666,F,33,28/05/2018,5:55:32
507667,M,58,31/01/2018,5:53:35
507668,M,32,31/01/2018,5:53:35
507671,F,43,31/01/2018,5:53:35
507673,F,20,31/01/2018,5:53:35
507677,F,32,31/01/2018,5:53:35
507678,F,27,31/01/2018,5:53:35
507679,F,24,31/01/2018,5:53:35
507681,F,37,31/01/2018,5:53:35
507684,M,38,01/02/2018,5:53:36
507687,M,38,31/01/2018,5:53:35
507694,F,22,01/02/2018,5:53:36
507696,M,26,31/01/2018,5:53:35
507698,M,38,31/01/2018,5:53:35
506763,F,27,29/01/2018,5:53:33
506765,M,20,29/01/2018,5:53:33
506768,F,69,29/01/2018,5:53:33
506769,F,35,29/01/2018,5:53:33
506772,F,17,29/01/2018,5:53:33
506773,F,23,01/02/2018,5:53:36
506774,M,30,03/05/2018,5:55:07
506775,M,30,29/01/2018,5:53:33
506776,F,26,29/01/2018,5:53:33
506777,M,26,29/01/2018,5:53:33
506778,M,19,29/01/2018,5:53:33
506779,M,44,29/01/2018,5:53:33
506780,F,42,01/02/2018,5:53:36
506783,M,23,29/01/2018,5:53:33
506784,M,29,29/01/2018,5:53:33
506785,F,24,29/01/2018,5:53:33
506787,F,24,29/01/2018,5:53:33
506788,F,28,29/01/2018,5:53:33
506790,M,25,29/01/2018,5:53:33
506791,F,36,30/01/2018,5:53:34
506792,M,42,29/01/2018,5:53:33
506793,F,23,29/01/2018,5:53:33
506798,F,48,29/01/2018,5:53:33
506800,F,22,29/01/2018,5:53:33
506801,M,34,29/01/2018,5:53:33
506803,F,21,29/01/2018,5:53:33
507702,M,47,31/01/2018,5:53:35
507710,M,36,31/01/2018,5:53:35
507714,M,21,01/02/2018,5:53:36
507717,F,36,24/09/2018,5:57:31
507719,F,24,01/02/2018,5:53:36
507720,M,18,31/01/2018,5:53:35
507721,F,40,31/01/2018,5:53:35
507724,M,40,08/02/2018,5:53:43
507726,M,57,26/02/2018,5:54:01
507728,M,20,31/01/2018,5:53:35
507731,M,32,31/01/2018,5:53:35
507737,M,22,31/01/2018,5:53:35
507743,M,36,01/02/2018,5:53:36
507744,F,34,31/01/2018,5:53:35
507745,M,51,31/01/2018,5:53:35
506805,F,54,29/01/2018,5:53:33
506807,F,26,29/01/2018,5:53:33
506809,M,21,29/01/2018,5:53:33
506813,M,43,29/01/2018,5:53:33
506816,F,20,29/01/2018,5:53:33
506817,F,23,29/01/2018,5:53:33
506820,F,40,29/01/2018,5:53:33
506822,F,35,14/02/2018,5:53:49
506824,F,43,30/01/2018,5:53:34
506825,M,23,29/01/2018,5:53:33
506826,M,37,29/01/2018,5:53:33
506828,F,31,29/01/2018,5:53:33
506829,M,30,29/01/2018,5:53:33
506830,F,22,29/01/2018,5:53:33
506831,M,38,30/01/2018,5:53:34
506833,F,25,29/01/2018,5:53:33
506834,F,26,29/01/2018,5:53:33
506835,F,41,29/01/2018,5:53:33
506838,M,32,29/01/2018,5:53:33
506839,M,28,29/01/2018,5:53:33
506840,M,36,29/01/2018,5:53:33
506841,M,39,01/02/2018,5:53:36
506844,F,44,12/02/2018,5:53:47
506845,F,22,29/01/2018,5:53:33
507747,M,40,31/01/2018,5:53:35
507749,M,35,31/01/2018,5:53:35
507750,F,31,31/01/2018,5:53:35
507752,M,29,16/09/2018,5:57:23
507753,M,26,31/01/2018,5:53:35
507755,F,20,31/01/2018,5:53:35
507756,M,27,11/06/2018,5:55:46
507757,F,29,31/01/2018,5:53:35
507758,F,21,31/01/2018,5:53:35
507762,M,35,01/02/2018,5:53:36
507763,M,40,31/01/2018,5:53:35
507773,M,37,19/02/2018,5:53:54
507776,F,36,31/01/2018,5:53:35
507779,F,31,24/02/2018,5:53:59
507780,M,33,31/01/2018,5:53:35
507783,M,38,01/02/2018,5:53:36
507787,F,17,01/02/2018,5:53:36
507789,M,43,27/09/2018,5:57:34
507791,M,23,31/01/2018,5:53:35
506851,M,31,29/01/2018,5:53:33
506852,M,35,29/01/2018,5:53:33
506859,M,21,01/02/2018,5:53:36
506861,M,49,29/01/2018,5:53:33
506862,F,23,29/01/2018,5:53:33
506863,F,56,29/01/2018,5:53:33
506866,F,20,29/01/2018,5:53:33
506868,F,40,21/02/2018,5:53:56
506871,M,38,01/02/2018,5:53:36
506874,M,23,29/01/2018,5:53:33
506875,M,31,30/01/2018,5:53:34
506876,F,64,12/02/2018,5:53:47
506878,M,22,01/02/2018,5:53:36
506879,F,42,29/01/2018,5:53:33
506882,F,51,29/01/2018,5:53:33
506884,M,29,05/06/2018,5:55:40
506887,M,40,29/01/2018,5:53:33
506888,M,49,20/02/2018,5:53:55
506892,F,21,12/02/2018,5:53:47
506893,M,48,07/03/2018,5:54:10
506897,M,24,15/02/2018,5:53:50
507799,M,25,12/02/2018,5:53:47
507803,F,54,01/02/2018,5:53:36
507804,F,43,20/02/2018,5:53:55
507805,F,36,02/02/2018,5:53:37
507808,F,39,01/02/2018,5:53:36
507810,F,24,01/02/2018,5:53:36
507812,F,43,04/02/2018,5:53:39
507813,M,25,01/02/2018,5:53:36
507816,M,30,02/02/2018,5:53:37
507817,M,65,01/02/2018,5:53:36
507819,F,24,03/02/2018,5:53:38
507822,M,59,11/09/2018,5:57:18
507823,F,19,01/02/2018,5:53:36
507825,M,50,01/02/2018,5:53:36
507827,M,54,02/02/2018,5:53:37
507830,M,57,11/04/2018,5:54:45
507831,F,26,01/02/2018,5:53:36
507834,F,23,01/02/2018,5:53:36
507836,M,55,01/02/2018,5:53:36
507839,F,37,01/02/2018,5:53:36
341180,F,38,29/05/2018,5:55:33
341926,F,27,13/07/2018,5:56:18
341927,M,22,05/04/2018,5:54:39
341932,M,26,31/03/2018,5:54:34
259912,M,26,27/04/2018,5:55:01
342654,F,21,11/01/2018,5:53:15
342661,F,25,11/07/2018,5:56:16
259919,M,21,18/08/2018,5:56:54
341279,F,29,29/08/2018,5:57:05
341281,F,30,11/01/2018,5:53:15
342006,M,25,30/07/2018,5:56:35
342010,M,26,20/09/2018,5:57:27
342049,F,28,05/10/2018,5:57:42
341285,M,28,11/01/2018,5:53:15
341321,M,20,06/03/2018,5:54:09
342096,M,39,13/06/2018,5:55:48
341325,M,31,22/01/2018,5:53:26
342125,F,31,06/09/2018,5:57:13
342137,F,30,13/09/2018,5:57:20
