usuario_id,usuario_sexo,usuario_edad,fecha_alta,hora_alta
631907,M,44,16/10/2018,5:57:53
631918,M,16,10/10/2018,5:57:47
631922,M,23,10/10/2018,5:57:47
631926,F,22,10/10/2018,5:57:47
631927,M,19,12/10/2018,5:57:49
631933,F,57,10/10/2018,5:57:47
631938,M,20,12/10/2018,5:57:49
631940,M,19,12/10/2018,5:57:49
631952,M,22,11/10/2018,5:57:48
631984,M,42,10/10/2018,5:57:47
631992,F,41,10/10/2018,5:57:47
631998,F,20,16/10/2018,5:57:53
632039,F,27,10/10/2018,5:57:47
632055,M,29,18/10/2018,5:57:55
632092,M,27,12/10/2018,5:57:49
632139,F,28,12/10/2018,5:57:49
632164,M,36,16/10/2018,5:57:53
